date,ethereum_compound,total_fees
2019-05-07,0.09400111434949877,0.09400111434949877
2019-05-08,0.1516092278948496,0.1516092278948496
2019-05-09,0.059248364632260124,0.059248364632260124
2019-05-10,0.0868300146599214,0.0868300146599214
2019-05-11,0.28949707278703846,0.28949707278703846
2019-05-12,0.4921641309141555,0.4921641309141555
2019-05-13,0.13802004437404433,0.13802004437404433
2019-05-14,0.22556651083373133,0.22556651083373133
2019-05-15,0.17001863198998962,0.17001863198998962
2019-05-16,0.42489588475077095,0.42489588475077095
2019-05-17,0.08297503208939849,0.08297503208939849
2019-05-18,0.2516977020426189,0.2516977020426189
2019-05-19,0.1313920749610314,0.1313920749610314
2019-05-20,0.10525396012743982,0.10525396012743982
2019-05-21,0.6565918913289064,0.6565918913289064
2019-05-22,11.815054014328895,11.815054014328895
2019-05-23,62.547791258044796,62.547791258044796
2019-05-24,132.99366454939823,132.99366454939823
2019-05-25,190.25566888004724,190.25566888004724
2019-05-26,204.66236442396092,204.66236442396092
2019-05-27,218.70708225744747,218.70708225744747
2019-05-28,240.0707834335331,240.0707834335331
2019-05-29,264.9373830776868,264.9373830776868
2019-05-30,267.7598828396098,267.7598828396098
2019-05-31,252.58591425348098,252.58591425348098
2019-06-01,251.92652053296334,251.92652053296334
2019-06-02,247.1509849135189,247.1509849135189
2019-06-03,241.14486350686002,241.14486350686002
2019-06-04,238.37779057155615,238.37779057155615
2019-06-05,231.1818762975028,231.1818762975028
2019-06-06,223.32152487717536,223.32152487717536
2019-06-07,241.6402895558142,241.6402895558142
2019-06-08,238.92483245476976,238.92483245476976
